Model,Temperature,Turn,Prompt_mode,seller_payoff,buyer_payoff,accepted_threshold,expressive_level,display_rule,face_only,Turn = 1,Turn = 2,Turn = 3,Turn = 4,Turn = 5,ranking_response,Turn = 6,Final_response,i,Turn = 7,Turn = 8,Turn = 9,Turn = 10,Turn = 11
gpt-3.5-turbo,0.5,5,implicit,"[50, 15, 30]","[10, 40, 25]",0.7,1.0,happy-sad,False,5-5-5,4-4-4,3-3-3,2-2-2,1-1-1,price < warranty < service duration,1-2-3,reject,18,,,,,
gpt-3.5-turbo,0.5,5,implicit,"[50, 15, 30]","[10, 40, 25]",0.7,1.0,happy-sad,False,5-5-5,6-6-6,7-7-7,8-8-8,9-9-9,warranty < price < service,1-1-1,reject,19,,,,,
gpt-3.5-turbo,0.5,10,implicit,"[50, 15, 30]","[10, 40, 25]",0.7,1.0,happy-sad,False,5-5-5,6-6-6,7-7-7,8-8-8,9-9-9,price < warranty < service duration,8-7-6,reject,0,7-6-5,6-5-4,5-4-3,4-3-2,1-1-1
gpt-3.5-turbo,0.5,10,implicit,"[50, 15, 30]","[10, 40, 25]",0.7,1.0,happy-sad,False,5-5-5,4-4-4,3-3-3,2-2-2,1-1-1,price < warranty < service duration,1-2-3,210,1,2-3-4,3-4-5,4-5-6,5-6-7,6-7-8
gpt-3.5-turbo,0.5,10,implicit,"[50, 15, 30]","[10, 40, 25]",0.7,1.0,happy-sad,False,5-5-5,6-6-6,7-7-7,8-8-8,9-9-9,warranty < price < service,8-9-8,0,2,7-8-7,6-7-6,7-9-7,8-7-8,9-9-9
gpt-3.5-turbo,0.5,10,implicit,"[50, 15, 30]","[10, 40, 25]",0.7,1.0,happy-sad,False,5-5-5,6-6-6,7-7-7,8-8-8,9-9-9,price < warranty < service duration,7-6-8,reject,3,6-7-8,5-8-7,4-9-6,3-9-5,1-1-1
gpt-3.5-turbo,0.5,10,implicit,"[50, 15, 30]","[10, 40, 25]",0.7,1.0,happy-sad,False,5-5-5,6-6-6,7-7-7,8-8-8,9-9-9,price < warranty < service duration,8-9-8,reject,4,7-8-7,6-7-6,5-6-5,4-5-4,3-4-3
gpt-3.5-turbo,0.5,10,implicit,"[50, 15, 30]","[10, 40, 25]",0.7,1.0,happy-sad,False,5-5-5,4-4-4,3-3-3,2-2-2,1-1-1,price < warranty < service duration,1-2-3,210,5,2-3-4,3-4-5,4-5-6,5-6-7,6-7-8
gpt-3.5-turbo,0.5,10,implicit,"[50, 15, 30]","[10, 40, 25]",0.7,1.0,happy-sad,False,5-5-5,4-4-4,3-3-3,2-2-2,1-1-1,warranty < price < service,7-7-7,reject,6,7-7-6,7-7-5,7-7-4,7-7-3,6-6-6
gpt-3.5-turbo,0.5,10,implicit,"[50, 15, 30]","[10, 40, 25]",0.7,1.0,happy-sad,False,5-5-5,4-4-4,3-3-3,2-2-2,1-1-1,price < warranty < service duration,1-2-3,210,7,2-3-4,3-4-5,4-5-6,5-6-7,6-7-8
gpt-3.5-turbo,0.5,10,implicit,"[50, 15, 30]","[10, 40, 25]",0.7,1.0,happy-sad,False,5-5-5,4-4-4,3-3-3,2-2-2,1-1-1,price < warranty < service duration,6-6-6,105,8,7-7-7,8-8-8,9-9-9,9-8-7,9-8-6
gpt-3.5-turbo,0.5,10,implicit,"[50, 15, 30]","[10, 40, 25]",0.7,1.0,happy-sad,False,5-5-5,4-4-4,3-3-3,2-2-2,1-1-1,price < warranty < service,3-4-5,reject,9,2-3-4,1-2-3,4-5-6,3-5-7,1-1-1
gpt-3.5-turbo,0.5,10,implicit,"[50, 15, 30]","[10, 40, 25]",0.7,1.0,happy-sad,False,5-5-5,4-4-4,3-3-3,2-2-2,1-1-1,price < warranty < service duration,2-1-1,reject,10,3-1-1,4-1-1,5-1-1,6-1-1,7-1-1
gpt-3.5-turbo,0.5,10,implicit,"[50, 15, 30]","[10, 40, 25]",0.7,1.0,happy-sad,False,5-5-5,4-4-4,3-3-3,2-2-2,1-1-1,price < warranty < service duration,6-6-6,0,11,7-7-7,8-8-8,9-9-9,9-9-8,9-9-9
gpt-3.5-turbo,0.5,10,implicit,"[50, 15, 30]","[10, 40, 25]",0.7,1.0,happy-sad,False,5-5-5,4-4-4,3-3-3,2-2-2,1-1-1,price < warranty < service duration,1-2-3,210,12,2-3-4,3-4-5,4-5-6,5-6-7,6-7-8
gpt-3.5-turbo,0.5,10,implicit,"[50, 15, 30]","[10, 40, 25]",0.7,1.0,happy-sad,False,5-5-5,4-4-4,3-3-3,2-2-2,1-1-1,price < warranty < service duration,6-6-6,105,13,7-7-7,8-8-8,9-9-9,9-8-7,9-8-6
gpt-3.5-turbo,0.5,10,implicit,"[50, 15, 30]","[10, 40, 25]",0.7,1.0,happy-sad,False,5-5-5,4-4-4,3-3-3,2-2-2,1-1-1,price < warranty < service duration,6-6-6,0,14,7-7-7,8-8-8,9-9-9,9-9-8,9-9-9
gpt-3.5-turbo,0.5,10,implicit,"[50, 15, 30]","[10, 40, 25]",0.7,1.0,happy-sad,False,5-5-5,4-4-4,3-3-3,2-2-2,1-1-1,warranty < price < service,3-5-4,reject,15,2-4-3,1-3-2,1-2-1,1-1-2,1-1-1
gpt-3.5-turbo,0.5,10,implicit,"[50, 15, 30]","[10, 40, 25]",0.7,1.0,happy-sad,False,5-5-5,4-4-4,3-3-3,2-2-2,1-1-1,price < warranty < service duration,2-1-1,reject,16,3-2-1,4-3-2,5-4-3,6-5-4,7-6-5
gpt-3.5-turbo,0.5,10,implicit,"[50, 15, 30]","[10, 40, 25]",0.7,1.0,happy-sad,False,5-5-5,4-4-4,3-3-3,2-2-2,1-1-1,price < warranty < service duration,3-4-5,reject,17,2-3-4,1-2-3,1-1-2,1-1-3,1-1-4
gpt-3.5-turbo,0.5,10,implicit,"[50, 15, 30]","[10, 40, 25]",0.7,1.0,happy-sad,False,5-5-5,4-6-7,3-7-6,2-8-5,1-9-4,price < warranty < service duration,3-5-8,520,18,2-7-7,1-8-6,1-9-5,1-9-5,1-9-5
gpt-3.5-turbo,0.5,10,implicit,"[50, 15, 30]","[10, 40, 25]",0.7,1.0,happy-sad,False,5-5-5,4-4-4,3-3-3,2-2-2,1-1-1,price < warranty < service duration,2-1-1,reject,19,3-2-1,4-3-2,5-4-3,6-5-4,7-6-5
gpt-3.5-turbo,0.5,5,implicit,"[50, 15, 30]","[10, 40, 25]",0.7,0.25,happy-sad,False,5-5-5,4-4-4,3-3-3,2-2-2,1-1-1,service < warranty < price,1-1-1,reject,0,,,,,
gpt-3.5-turbo,0.5,5,implicit,"[50, 15, 30]","[10, 40, 25]",0.7,0.25,happy-sad,False,5-5-5,6-6-6,7-7-7,8-8-8,9-9-9,price < warranty < service duration,1-1-1,reject,1,,,,,
gpt-3.5-turbo,0.5,5,implicit,"[50, 15, 30]","[10, 40, 25]",0.7,0.25,happy-sad,False,5-5-5,6-6-6,7-7-7,8-8-8,9-9-9,price < warranty < service duration,1-1-1,reject,2,,,,,
gpt-3.5-turbo,0.5,5,implicit,"[50, 15, 30]","[10, 40, 25]",0.7,0.25,happy-sad,False,5-5-5,4-4-4,3-3-3,2-2-2,1-1-1,service < warranty < price,1-1-1,reject,3,,,,,
gpt-3.5-turbo,0.5,5,implicit,"[50, 15, 30]","[10, 40, 25]",0.7,0.25,happy-sad,False,5-5-5,4-4-4,3-3-3,2-2-2,1-1-1,price < warranty < service duration,1-1-1,reject,4,,,,,
gpt-3.5-turbo,0.5,5,implicit,"[50, 15, 30]","[10, 40, 25]",0.7,0.25,happy-sad,False,5-5-5,4-4-4,3-3-3,2-2-2,1-1-1,price < warranty < service duration,1-1-1,reject,5,,,,,
gpt-3.5-turbo,0.5,5,implicit,"[50, 15, 30]","[10, 40, 25]",0.7,0.25,happy-sad,False,5-5-5,4-4-4,3-3-3,2-2-2,1-1-1,price < warranty < service duration,1-1-1,reject,6,,,,,
gpt-3.5-turbo,0.5,5,implicit,"[50, 15, 30]","[10, 40, 25]",0.7,0.25,happy-sad,False,5-5-5,4-4-4,3-3-3,2-2-2,1-1-1,price < warranty < service duration,1-1-1,reject,7,,,,,
gpt-3.5-turbo,0.5,5,implicit,"[50, 15, 30]","[10, 40, 25]",0.7,0.25,happy-sad,False,5-5-5,6-4-7,7-3-6,8-2-5,9-1-4,price < warranty < service duration,1-1-1,reject,8,,,,,
gpt-3.5-turbo,0.5,5,implicit,"[50, 15, 30]","[10, 40, 25]",0.7,0.25,happy-sad,False,5-5-5,4-4-4,3-3-3,2-2-2,1-1-1,price < warranty < service duration,1-1-1,reject,9,,,,,
gpt-3.5-turbo,0.5,5,implicit,"[50, 15, 30]","[10, 40, 25]",0.7,0.25,happy-sad,False,5-5-5,4-4-4,3-3-3,2-2-2,1-1-1,service < warranty < price,1-1-1,reject,10,,,,,
gpt-3.5-turbo,0.5,5,implicit,"[50, 15, 30]","[10, 40, 25]",0.7,0.25,happy-sad,False,5-5-5,4-4-4,3-3-3,2-2-2,1-1-1,price < warranty < service duration,1-1-1,reject,11,,,,,
gpt-3.5-turbo,0.5,5,implicit,"[50, 15, 30]","[10, 40, 25]",0.7,0.25,happy-sad,False,5-5-5,4-4-4,3-3-3,2-2-2,1-1-1,price < warranty < service duration,1-1-1,reject,12,,,,,
gpt-3.5-turbo,0.5,5,implicit,"[50, 15, 30]","[10, 40, 25]",0.7,0.25,happy-sad,False,5-5-5,6-6-6,7-7-7,8-8-8,9-9-9,price < warranty < service duration,1-1-1,reject,13,,,,,
gpt-3.5-turbo,0.5,5,implicit,"[50, 15, 30]","[10, 40, 25]",0.7,0.25,happy-sad,False,5-5-5,4-4-4,3-3-3,2-2-2,1-1-1,price < warranty < service duration,1-1-1,reject,14,,,,,
gpt-3.5-turbo,0.5,5,implicit,"[50, 15, 30]","[10, 40, 25]",0.7,0.25,happy-sad,False,5-5-5,4-4-4,3-3-3,2-2-2,1-1-1,price < warranty < service duration,1-1-1,reject,15,,,,,
gpt-3.5-turbo,0.5,5,implicit,"[50, 15, 30]","[10, 40, 25]",0.7,0.25,happy-sad,False,5-5-5,4-4-4,3-3-3,2-2-2,1-1-1,price < warranty < service,1-1-1,reject,16,,,,,
gpt-3.5-turbo,0.5,5,implicit,"[50, 15, 30]","[10, 40, 25]",0.7,0.25,happy-sad,False,5-5-5,4-4-4,3-3-3,2-2-2,1-1-1,price < warranty < service duration,1-1-1,reject,17,,,,,
gpt-3.5-turbo,0.5,5,implicit,"[50, 15, 30]","[10, 40, 25]",0.7,0.25,happy-sad,False,5-5-5,4-4-4,3-3-3,2-2-2,1-1-1,service < warranty < price,1-1-1,reject,18,,,,,
gpt-3.5-turbo,0.5,5,implicit,"[50, 15, 30]","[10, 40, 25]",0.7,0.25,happy-sad,False,5-5-5,4-4-4,3-3-3,2-2-2,1-1-1,price < warranty < service duration,1-1-1,reject,19,,,,,
gpt-3.5-turbo,0.5,10,implicit,"[50, 15, 30]","[10, 40, 25]",0.7,0.25,happy-sad,False,5-5-5,4-4-4,3-3-3,2-2-2,1-1-1,price < warranty < service duration,1-1-2,reject,0,1-1-3,1-1-4,1-1-5,1-1-6,1-1-7
gpt-3.5-turbo,0.5,10,implicit,"[50, 15, 30]","[10, 40, 25]",0.7,0.25,happy-sad,False,5-5-5,4-4-4,3-3-3,2-2-2,1-1-1,price < warranty < service duration,1-1-2,reject,1,1-1-3,1-1-4,1-1-5,1-1-6,1-1-7
gpt-3.5-turbo,0.5,10,implicit,"[50, 15, 30]","[10, 40, 25]",0.7,0.25,happy-sad,False,5-5-5,4-4-4,3-3-3,2-2-2,1-1-1,price < warranty < service duration,1-1-2,reject,2,1-1-3,1-1-4,1-1-5,1-1-6,1-1-7
gpt-3.5-turbo,0.5,10,implicit,"[50, 15, 30]","[10, 40, 25]",0.7,0.25,happy-sad,False,5-5-5,4-4-4,3-3-3,2-2-2,1-1-1,price < warranty < service duration,1-2-1,reject,3,1-3-1,1-4-1,1-5-1,1-6-1,1-7-1
gpt-3.5-turbo,0.5,10,implicit,"[50, 15, 30]","[10, 40, 25]",0.7,0.25,happy-sad,False,5-5-5,4-4-4,3-3-3,2-2-2,1-1-1,price < warranty < service duration,2-1-1,reject,4,3-1-1,4-1-1,5-1-1,6-1-1,7-1-1
gpt-3.5-turbo,0.5,10,implicit,"[50, 15, 30]","[10, 40, 25]",0.7,0.25,happy-sad,False,5-5-5,4-4-4,3-3-3,2-2-2,1-1-1,price < warranty < service duration,2-1-1,reject,5,3-1-1,4-1-1,5-1-1,6-1-1,7-1-1
gpt-3.5-turbo,0.5,10,implicit,"[50, 15, 30]","[10, 40, 25]",0.7,0.25,happy-sad,False,5-5-5,6-6-6,7-7-7,8-8-8,9-9-9,price < warranty < service duration,8-7-6,reject,6,7-6-5,6-5-4,5-4-3,4-3-2,3-2-1
gpt-3.5-turbo,0.5,10,implicit,"[50, 15, 30]","[10, 40, 25]",0.7,0.25,happy-sad,False,5-5-5,4-4-4,3-3-3,2-2-2,1-1-1,price < warranty < service duration,1-2-3,210,7,2-3-4,3-4-5,4-5-6,5-6-7,6-7-8
gpt-3.5-turbo,0.5,10,implicit,"[50, 15, 30]","[10, 40, 25]",0.7,0.25,happy-sad,False,5-5-5,4-4-4,3-3-3,2-2-2,1-1-1,price < warranty < service duration,2-1-1,reject,8,3-1-1,4-1-1,5-1-1,6-1-1,7-1-1
gpt-3.5-turbo,0.5,10,implicit,"[50, 15, 30]","[10, 40, 25]",0.7,0.25,happy-sad,False,5-5-5,4-4-4,3-3-3,2-2-2,1-1-1,warranty < price < service duration,1-2-1,reject,9,1-1-2,2-1-1,1-1-3,1-2-3,3-3-3
gpt-3.5-turbo,0.5,10,implicit,"[50, 15, 30]","[10, 40, 25]",0.7,0.25,happy-sad,False,5-5-5,4-6-5,3-7-4,2-8-3,1-9-2,warranty < service < price,2-5-7,reject,10,3-4-8,4-3-9,5-2-9,6-1-9,1-1-1
gpt-3.5-turbo,0.5,10,implicit,"[50, 15, 30]","[10, 40, 25]",0.7,0.25,happy-sad,False,5-5-5,6-6-6,7-7-7,8-8-8,9-9-9,price < warranty < service duration,5-7-9,75,11,4-6-8,6-8-7,7-9-6,8-9-5,9-8-7
gpt-3.5-turbo,0.5,10,implicit,"[50, 15, 30]","[10, 40, 25]",0.7,0.25,happy-sad,False,5-5-5,4-4-4,3-3-3,2-2-2,1-1-1,price < warranty < service duration,6-6-6,105,12,7-7-7,8-8-8,9-9-9,9-8-7,9-8-6
gpt-3.5-turbo,0.5,10,implicit,"[50, 15, 30]","[10, 40, 25]",0.7,0.25,happy-sad,False,5-5-5,4-4-4,3-3-3,2-2-2,1-1-1,price < warranty < service duration,2-1-1,reject,13,3-1-1,4-1-1,5-1-1,6-1-1,7-1-1
gpt-3.5-turbo,0.5,10,implicit,"[50, 15, 30]","[10, 40, 25]",0.7,0.25,happy-sad,False,5-5-5,6-6-6,7-7-7,8-8-8,9-9-9,warranty < price < service,5-8-6,reject,14,4-7-5,6-8-7,3-5-4,4-6-5,5-7-6
gpt-3.5-turbo,0.5,10,implicit,"[50, 15, 30]","[10, 40, 25]",0.7,0.25,happy-sad,False,5-5-5,6-6-6,7-7-7,8-8-8,9-9-9,price < warranty < service duration,7-8-9,365,15,6-8-9,5-8-9,4-8-9,3-8-9,2-8-9
gpt-3.5-turbo,0.5,10,implicit,"[50, 15, 30]","[10, 40, 25]",0.7,0.25,happy-sad,False,5-5-5,4-4-4,3-3-3,2-2-2,1-1-1,price < warranty < service duration,1-1-2,reject,16,1-1-3,1-1-4,1-1-5,1-1-6,1-1-7
gpt-3.5-turbo,0.5,10,implicit,"[50, 15, 30]","[10, 40, 25]",0.7,0.25,happy-sad,False,5-5-5,4-4-4,3-3-3,2-2-2,1-1-1,warranty < price < service duration,1-2-1,reject,17,1-3-1,1-4-1,1-5-1,1-6-1,1-7-1
gpt-3.5-turbo,0.5,10,implicit,"[50, 15, 30]","[10, 40, 25]",0.7,0.25,happy-sad,False,5-5-5,4-4-4,3-3-3,2-2-2,1-1-1,price < warranty < service duration,1-2-1,reject,18,1-1-2,2-1-1,1-1-3,1-2-3,2-2-3
gpt-3.5-turbo,0.5,10,implicit,"[50, 15, 30]","[10, 40, 25]",0.7,0.25,happy-sad,False,5-5-5,4-4-4,3-3-3,2-2-2,1-1-1,price < warranty < service duration,1-2-3,210,19,2-3-4,3-4-5,4-5-6,5-6-7,6-7-8
gpt-3.5-turbo,0.5,5,implicit,"[50, 15, 30]","[10, 40, 25]",0.7,0.25,happy-sad,True,5-5-5,4-4-4,3-3-3,2-2-2,1-1-1,price < warranty < service duration,1-1-1,reject,0,,,,,
gpt-3.5-turbo,0.5,5,implicit,"[50, 15, 30]","[10, 40, 25]",0.7,0.25,happy-sad,True,5-5-5,4-4-4,3-3-3,2-2-2,1-1-1,price < warranty < service duration,1-1-1,reject,1,,,,,
gpt-3.5-turbo,0.5,5,implicit,"[50, 15, 30]","[10, 40, 25]",0.7,0.25,happy-sad,True,5-5-5,4-4-4,3-3-3,2-2-2,1-1-1,service < warranty < price,1-1-1,reject,2,,,,,
gpt-3.5-turbo,0.5,5,implicit,"[50, 15, 30]","[10, 40, 25]",0.7,0.25,happy-sad,True,5-5-5,4-4-4,3-3-3,2-2-2,1-1-1,price < warranty < service duration,1-1-1,reject,3,,,,,
gpt-3.5-turbo,0.5,5,implicit,"[50, 15, 30]","[10, 40, 25]",0.7,0.25,happy-sad,True,5-5-5,4-4-4,3-3-3,2-2-2,1-1-1,price < warranty < service duration,1-1-1,reject,4,,,,,
gpt-3.5-turbo,0.5,5,implicit,"[50, 15, 30]","[10, 40, 25]",0.7,0.25,happy-sad,True,5-5-5,4-4-4,3-3-3,2-2-2,1-1-1,price < warranty < service duration,1-1-1,reject,5,,,,,
gpt-3.5-turbo,0.5,5,implicit,"[50, 15, 30]","[10, 40, 25]",0.7,0.25,happy-sad,True,5-5-5,4-4-4,3-3-3,2-2-2,1-1-1,service < warranty < price,1-1-1,reject,6,,,,,
gpt-3.5-turbo,0.5,5,implicit,"[50, 15, 30]","[10, 40, 25]",0.7,0.25,happy-sad,True,5-5-5,4-4-4,3-3-3,2-2-2,1-1-1,price < warranty < service duration,1-1-1,reject,7,,,,,
gpt-3.5-turbo,0.5,5,implicit,"[50, 15, 30]","[10, 40, 25]",0.7,0.25,happy-sad,True,5-5-5,4-4-4,3-3-3,2-2-2,1-1-1,price < warranty < service duration,1-1-1,reject,8,,,,,
gpt-3.5-turbo,0.5,5,implicit,"[50, 15, 30]","[10, 40, 25]",0.7,0.25,happy-sad,True,5-5-5,4-4-4,3-3-3,2-2-2,1-1-1,price < warranty < service duration,1-1-1,reject,9,,,,,
gpt-3.5-turbo,0.5,5,implicit,"[50, 15, 30]","[10, 40, 25]",0.7,0.25,happy-sad,True,5-5-5,4-4-4,3-3-3,2-2-2,1-1-1,price < warranty < service duration,1-1-1,reject,10,,,,,
gpt-3.5-turbo,0.5,5,implicit,"[50, 15, 30]","[10, 40, 25]",0.7,0.25,happy-sad,True,5-5-5,4-4-4,3-3-3,2-2-2,1-1-1,service < warranty < price,1-1-1,reject,11,,,,,
gpt-3.5-turbo,0.5,5,implicit,"[50, 15, 30]","[10, 40, 25]",0.7,0.25,happy-sad,True,5-5-5,4-4-4,3-3-3,2-2-2,1-1-1,service < warranty < price,1-1-1,reject,12,,,,,
gpt-3.5-turbo,0.5,5,implicit,"[50, 15, 30]","[10, 40, 25]",0.7,0.25,happy-sad,True,5-5-5,4-4-4,3-3-3,2-2-2,1-1-1,service < warranty < price,1-1-1,reject,13,,,,,
gpt-3.5-turbo,0.5,5,implicit,"[50, 15, 30]","[10, 40, 25]",0.7,0.25,happy-sad,True,7-7-7,6-6-6,5-5-5,4-4-4,3-3-3,warranty < service < price,2-2-2,reject,14,,,,,
gpt-3.5-turbo,0.5,5,implicit,"[50, 15, 30]","[10, 40, 25]",0.7,0.25,happy-sad,True,5-5-5,4-4-4,3-3-3,2-2-2,1-1-1,price < warranty < service duration,1-1-1,reject,15,,,,,
gpt-3.5-turbo,0.5,5,implicit,"[50, 15, 30]","[10, 40, 25]",0.7,0.25,happy-sad,True,5-5-5,4-4-4,3-3-3,2-2-2,1-1-1,price < warranty < service duration,1-1-1,reject,16,,,,,
gpt-3.5-turbo,0.5,5,implicit,"[50, 15, 30]","[10, 40, 25]",0.7,0.25,happy-sad,True,5-5-5,4-4-4,3-3-3,2-2-2,1-1-1,price < warranty < service duration,1-1-1,reject,17,,,,,
gpt-3.5-turbo,0.5,5,implicit,"[50, 15, 30]","[10, 40, 25]",0.7,0.25,happy-sad,True,5-5-5,4-4-4,3-3-3,2-2-2,1-1-1,price < warranty < service duration,1-1-1,reject,18,,,,,
gpt-3.5-turbo,0.5,5,implicit,"[50, 15, 30]","[10, 40, 25]",0.7,0.25,happy-sad,True,5-5-5,4-4-4,3-3-3,2-2-2,1-1-1,price < warranty < service duration,1-1-1,reject,19,,,,,
gpt-3.5-turbo,0.5,10,implicit,"[50, 15, 30]","[10, 40, 25]",0.7,0.25,happy-sad,True,5-5-5,4-4-4,3-3-3,2-2-2,1-1-1,price < warranty < service duration,1-1-1,reject,0,1-1-1,1-1-1,1-1-1,1-1-1,1-1-1
gpt-3.5-turbo,0.5,10,implicit,"[50, 15, 30]","[10, 40, 25]",0.7,0.25,happy-sad,True,5-5-5,4-4-4,3-3-3,2-2-2,1-1-1,price < warranty < service duration,1-1-1,reject,1,1-1-1,1-1-1,1-1-1,1-1-1,1-1-1
gpt-3.5-turbo,0.5,10,implicit,"[50, 15, 30]","[10, 40, 25]",0.7,0.25,happy-sad,True,5-5-5,4-4-4,3-3-3,2-2-2,1-1-1,price < warranty < service duration,1-1-1,reject,2,1-1-1,1-1-1,1-1-1,1-1-1,1-1-1
gpt-3.5-turbo,0.5,10,implicit,"[50, 15, 30]","[10, 40, 25]",0.7,0.25,happy-sad,True,5-5-5,4-4-4,3-3-3,2-2-2,1-1-1,price < warranty < service duration,1-1-1,reject,3,1-1-1,1-1-1,1-1-1,1-1-1,1-1-1
gpt-3.5-turbo,0.5,10,implicit,"[50, 15, 30]","[10, 40, 25]",0.7,0.25,happy-sad,True,5-5-5,4-4-4,3-3-3,2-2-2,1-1-1,price < warranty < service duration,1-1-1,reject,4,1-1-1,1-1-1,1-1-1,1-1-1,1-1-1
gpt-3.5-turbo,0.5,10,implicit,"[50, 15, 30]","[10, 40, 25]",0.7,0.25,happy-sad,True,5-5-5,4-4-4,3-3-3,2-2-2,1-1-1,price < warranty < service duration,1-1-1,reject,5,1-1-1,1-1-1,1-1-1,1-1-1,1-1-1
gpt-3.5-turbo,0.5,10,implicit,"[50, 15, 30]","[10, 40, 25]",0.7,0.25,happy-sad,True,5-5-5,4-4-4,3-3-3,2-2-2,1-1-1,price < warranty < service duration,1-1-1,reject,6,1-1-1,1-1-1,1-1-1,1-1-1,1-1-1
gpt-3.5-turbo,0.5,10,implicit,"[50, 15, 30]","[10, 40, 25]",0.7,0.25,happy-sad,True,5-5-5,4-4-4,3-3-3,2-2-2,1-1-1,price < warranty < service duration,1-1-1,reject,7,1-1-1,1-1-1,1-1-1,1-1-1,1-1-1
gpt-3.5-turbo,0.5,10,implicit,"[50, 15, 30]","[10, 40, 25]",0.7,0.25,happy-sad,True,5-5-5,4-4-4,3-3-3,2-2-2,1-1-1,service < warranty < price,1-1-1,reject,8,1-1-1,1-1-1,1-1-1,1-1-1,1-1-1
gpt-3.5-turbo,0.5,10,implicit,"[50, 15, 30]","[10, 40, 25]",0.7,0.25,happy-sad,True,5-5-5,4-4-4,3-3-3,2-2-2,1-1-1,price < warranty < service duration,1-1-1,reject,9,1-1-1,1-1-1,1-1-1,1-1-1,1-1-1
gpt-3.5-turbo,0.5,10,implicit,"[50, 15, 30]","[10, 40, 25]",0.7,0.25,happy-sad,True,5-5-5,4-4-4,3-3-3,2-2-2,1-1-1,warranty < service < price,1-1-1,reject,10,1-1-1,1-1-1,1-1-1,1-1-1,1-1-1
gpt-3.5-turbo,0.5,10,implicit,"[50, 15, 30]","[10, 40, 25]",0.7,0.25,happy-sad,True,5-5-5,4-5-6,3-6-7,2-7-8,1-8-9,warranty < price < service,1-1-9,reject,11,1-1-8,1-1-7,1-1-6,1-1-5,1-1-4
gpt-3.5-turbo,0.5,10,implicit,"[50, 15, 30]","[10, 40, 25]",0.7,0.25,happy-sad,True,5-5-5,4-4-4,3-3-3,2-2-2,1-1-1,price < warranty < service duration,1-1-1,reject,12,1-1-1,1-1-1,1-1-1,1-1-1,1-1-1
gpt-3.5-turbo,0.5,10,implicit,"[50, 15, 30]","[10, 40, 25]",0.7,0.25,happy-sad,True,5-5-5,4-4-4,3-3-3,2-2-2,1-1-1,warranty < price < service duration,1-1-1,reject,13,1-1-1,1-1-1,1-1-1,1-1-1,1-1-1
gpt-3.5-turbo,0.5,10,implicit,"[50, 15, 30]","[10, 40, 25]",0.7,0.25,happy-sad,True,5-5-5,4-4-4,3-3-3,2-2-2,1-1-1,price < warranty < service duration,1-1-1,reject,14,1-1-1,1-1-1,1-1-1,1-1-1,1-1-1
gpt-3.5-turbo,0.5,10,implicit,"[50, 15, 30]","[10, 40, 25]",0.7,0.25,happy-sad,True,5-5-5,4-4-4,3-3-3,2-2-2,1-1-1,service < warranty < price,1-1-1,reject,15,1-1-1,1-1-1,1-1-1,1-1-1,1-1-1
gpt-3.5-turbo,0.5,10,implicit,"[50, 15, 30]","[10, 40, 25]",0.7,0.25,happy-sad,True,5-5-5,4-4-4,3-3-3,2-2-2,1-1-1,price < warranty < service duration,1-1-1,reject,16,1-1-1,1-1-1,1-1-1,1-1-1,1-1-1
gpt-3.5-turbo,0.5,10,implicit,"[50, 15, 30]","[10, 40, 25]",0.7,0.25,happy-sad,True,5-5-5,4-4-4,3-3-3,2-2-2,1-1-1,service < warranty < price,1-1-1,reject,17,1-1-1,1-1-1,1-1-1,1-1-1,1-1-1
gpt-3.5-turbo,0.5,10,implicit,"[50, 15, 30]","[10, 40, 25]",0.7,0.25,happy-sad,True,5-5-5,4-4-4,3-3-3,2-2-2,1-1-1,service < warranty < price,1-1-1,reject,18,1-1-1,1-1-1,1-1-1,1-1-1,1-1-1
gpt-3.5-turbo,0.5,10,implicit,"[50, 15, 30]","[10, 40, 25]",0.7,0.25,happy-sad,True,5-5-5,4-4-4,3-3-3,2-2-2,1-1-1,warranty < price < service duration,1-1-1,reject,19,1-1-1,1-1-1,1-1-1,1-1-1,1-1-1
gpt-3.5-turbo,0.5,5,implicit,"[50, 15, 30]","[10, 40, 25]",0.7,0.05,happy-sad,False,5-5-5,4-4-4,3-3-3,2-2-2,1-1-1,price < warranty < service duration,1-1-1,reject,0,,,,,
gpt-3.5-turbo,0.5,5,implicit,"[50, 15, 30]","[10, 40, 25]",0.7,0.05,happy-sad,False,5-5-5,4-4-4,3-3-3,2-2-2,1-1-1,price < warranty < service duration,1-1-2,reject,1,,,,,
gpt-3.5-turbo,0.5,5,implicit,"[50, 15, 30]","[10, 40, 25]",0.7,0.05,happy-sad,False,5-5-5,6-6-6,7-7-7,8-8-8,9-9-9,price < warranty < service duration,1-1-1,reject,2,,,,,
gpt-3.5-turbo,0.5,5,implicit,"[50, 15, 30]","[10, 40, 25]",0.7,0.05,happy-sad,False,5-5-5,6-6-6,7-7-7,8-8-8,9-9-9,price < warranty < service duration,1-1-1,reject,3,,,,,
gpt-3.5-turbo,0.5,5,implicit,"[50, 15, 30]","[10, 40, 25]",0.7,0.05,happy-sad,False,5-5-5,4-4-4,3-3-3,2-2-2,1-1-1,price < warranty < service duration,1-1-1,reject,4,,,,,
